ID_Caso,Fecha_Deteccion,Proceso_ID,Tipo_Hallazgo_ID,Severidad,Origen_Deteccion,Estado,Fecha_Cierre,Dias_Para_Cierre,Responsable_ID,Costo_Estimado_COP
NC-101992,2018-11-25,P07,T05,Media,Inspección de Calidad,Cerrada,2018-12-17,22,R13,689069
NC-103870,2018-11-26,P05,T02,Media,Inspección de Calidad,Cerrada,2018-12-04,8,R23,513423
NC-104499,2018-11-27,P01,T06,Alta,Auditoría Externa,Cerrada,2018-11-30,3,R23,126941
NC-105617,2018-11-30,P03,T02,Media,Autocontrol,Cerrada,2018-12-04,4,R13,483485
NC-102692,2018-12-01,P07,T04,Alta,Inspección de Calidad,Cerrada,2018-12-02,1,R09,690384
NC-106062,2018-12-01,P07,T06,Baja,Queja de Cliente,Cerrada,2018-12-08,7,R11,634759
NC-103027,2018-12-02,P01,T02,Alta,Queja de Cliente,Cerrada,2018-12-13,11,R23,520754
NC-101935,2018-12-02,P02,T03,Crítica,Auditoría Externa,Cerrada,2018-12-08,6,R22,454544
NC-100540,2018-12-03,P06,T01,Baja,Auditoría Interna,En Tratamiento,,,R17,376983
NC-106105,2018-12-03,P03,T05,Crítica,Queja de Cliente,Cerrada,2018-12-15,12,R20,977761
NC-100730,2018-12-04,P03,T06,Media,Queja de Cliente,Cerrada,2018-12-07,3,R17,541246
NC-104245,2018-12-04,P01,T02,Media,Auditoría Externa,Cerrada,2018-12-18,14,R17,362556
NC-100520,2018-12-04,P04,T01,Media,Auditoría Interna,Cerrada,2018-12-18,14,R20,553932
NC-103812,2018-12-04,P01,T04,Media,Queja de Cliente,Cerrada,2018-12-22,18,R20,264415
NC-105817,2018-12-04,P02,T04,Baja,Autocontrol,Cerrada,2018-12-09,5,R21,58374
NC-100736,2018-12-04,P05,T04,Crítica,Queja de Cliente,Cerrada,2019-01-07,34,R17,1015846
NC-102802,2018-12-05,P01,T02,Baja,Autocontrol,En Tratamiento,,,R17,288503
NC-101188,2018-12-06,P04,T02,Crítica,Queja de Cliente,Cerrada,2018-12-16,10,R01,713150
NC-100819,2018-12-06,P04,T06,Alta,Queja de Cliente,Cerrada,2018-12-19,13,R21,357680
NC-103418,2018-12-06,P07,T04,Media,Autocontrol,Cerrada,2018-12-16,10,R02,202887
NC-105841,2018-12-07,P05,T04,Media,Autocontrol,Cerrada,2018-12-16,9,R08,335629
NC-102086,2018-12-07,P06,T04,Media,Inspección de Calidad,Cerrada,2019-01-02,26,R14,44041
NC-100608,2018-12-09,P01,T05,Baja,Queja de Cliente,Cerrada,2018-12-20,11,R16,163073
NC-104158,2018-12-09,P01,T06,Media,Auditoría Externa,Cerrada,2018-12-13,4,R19,1015468
NC-104538,2018-12-10,P03,T04,Alta,Inspección de Calidad,Cerrada,2018-12-22,12,R01,357890
NC-104286,2018-12-13,P04,T06,Media,Inspección de Calidad,Cerrada,2019-01-09,27,R22,186136
NC-104202,2018-12-14,P05,T06,Media,Inspección de Calidad,Cerrada,2018-12-18,4,R13,595415
NC-104901,2018-12-14,P08,T05,Media,Queja de Cliente,Cerrada,2018-12-27,13,R04,354506
NC-105414,2018-12-14,P01,T01,Media,Auditoría Interna,Cerrada,2018-12-28,14,R18,464961
NC-103366,2018-12-15,P04,T02,Alta,Queja de Cliente,Cerrada,2018-12-28,13,R23,353994
NC-101856,2018-12-16,P08,T05,Media,Inspección de Calidad,Cerrada,2018-12-24,8,R16,514757
NC-104476,2018-12-18,P07,T02,Alta,Queja de Cliente,Abierta,,,R16,766194
NC-103484,2018-12-18,P06,T01,Baja,Queja de Cliente,Cerrada,2019-01-12,25,R11,9403
NC-104974,2018-12-18,P04,T01,Media,Autocontrol,Cerrada,2018-12-23,5,R20,347310
NC-105418,2018-12-18,P02,T06,Media,Queja de Cliente,Cerrada,2018-12-31,13,R11,213070
NC-102472,2018-12-18,P07,T03,Baja,Inspección de Calidad,Cerrada,2018-12-24,6,R19,115236
NC-103960,2018-12-20,P01,T02,Alta,Auditoría Externa,Cerrada,2018-12-31,11,R20,321618
NC-105646,2018-12-21,P02,T01,Media,Auditoría Interna,Cerrada,2018-12-28,7,R21,652323
NC-101757,2018-12-21,P01,T01,Baja,Auditoría Externa,Cerrada,2018-12-31,10,R18,241809
NC-105014,2018-12-23,P02,T03,Baja,Auditoría Externa,Cerrada,2018-12-29,6,R14,305311
NC-104503,2018-12-26,P08,T04,Media,Inspección de Calidad,Cerrada,2019-01-16,21,R18,174180
NC-101647,2018-12-27,P07,T02,Baja,Auditoría Externa,Cerrada,2019-01-02,6,R23,25750
NC-105316,2018-12-29,P08,T03,Media,Inspección de Calidad,Cerrada,2019-01-01,3,R14,594966
NC-102894,2018-12-29,P05,T02,Crítica,Queja de Cliente,Cerrada,2019-01-07,9,R14,1729583
NC-101413,2018-12-30,P07,T02,Media,Inspección de Calidad,Cerrada,2019-01-10,11,R02,319860
NC-105184,2018-12-31,P06,T06,Alta,Auditoría Interna,En Tratamiento,,,R16,247996
NC-102294,2018-12-31,P01,T06,Baja,Auditoría Interna,Cerrada,2019-01-04,4,R11,40615
NC-101154,2019-01-02,P04,T05,Baja,Queja de Cliente,Cerrada,2019-01-22,20,R23,433797
NC-103907,2019-01-02,P02,T06,Crítica,Auditoría Externa,Cerrada,2019-01-19,17,R09,1179020
NC-100680,2019-01-03,P02,T03,Media,Autocontrol,Cerrada,2019-01-06,3,R18,131095
NC-101185,2019-01-06,P07,T05,Alta,Queja de Cliente,En Tratamiento,,,R13,516360
NC-105527,2019-01-06,P05,T01,Baja,Autocontrol,En Tratamiento,,,R19,206829
NC-101883,2019-01-07,P07,T02,Baja,Auditoría Externa,Cerrada,2019-01-22,15,R16,89778
NC-101032,2019-01-07,P07,T03,Media,Inspección de Calidad,Cerrada,2019-01-16,9,R14,153945
NC-105860,2019-01-07,P01,T03,Alta,Inspección de Calidad,Cerrada,2019-01-23,16,R14,636959
NC-104111,2019-01-08,P08,T06,Baja,Inspección de Calidad,Cerrada,2019-01-29,21,R17,249299
NC-102796,2019-01-09,P05,T06,Baja,Queja de Cliente,Cerrada,2019-01-10,1,R13,585786
NC-105601,2019-01-09,P06,T05,Media,Auditoría Externa,Cerrada,2019-01-13,4,R04,886775
NC-100426,2019-01-10,P08,T02,Media,Inspección de Calidad,Cerrada,2019-01-13,3,R09,536083
NC-100385,2019-01-10,P03,T05,Baja,Inspección de Calidad,Cerrada,2019-01-21,11,R13,148476
NC-105304,2019-01-11,P07,T02,Media,Auditoría Externa,Cerrada,2019-01-17,6,R21,231842
NC-100588,2019-01-11,P07,T05,Alta,Auditoría Externa,Cerrada,2019-01-15,4,R02,451112
NC-103789,2019-01-12,P02,T05,Baja,Auditoría Interna,Cerrada,2019-01-23,11,R11,360541
NC-102321,2019-01-13,P03,T02,Baja,Auditoría Interna,Cerrada,2019-01-28,15,R23,40861
NC-102874,2019-01-13,P02,T04,Alta,Inspección de Calidad,Cerrada,2019-01-25,12,R04,1268454
NC-101837,2019-01-14,P04,T06,Baja,Autocontrol,En Tratamiento,,,R17,113582
NC-103094,2019-01-14,P04,T05,Media,Queja de Cliente,Cerrada,2019-01-20,6,R17,405736
NC-102819,2019-01-14,P06,T02,Media,Autocontrol,Cerrada,2019-01-29,15,R01,184886
NC-100937,2019-01-15,P04,T06,Media,Inspección de Calidad,Cerrada,2019-01-18,3,R19,330989
NC-104876,2019-01-16,P05,T04,Media,Autocontrol,Cerrada,2019-01-19,3,R09,755049
NC-100052,2019-01-18,P08,T04,Baja,Inspección de Calidad,Cerrada,2019-01-23,5,R04,204368
NC-101633,2019-01-18,P02,T05,Baja,Autocontrol,Cerrada,2019-01-21,3,R21,201977
NC-101637,2019-01-19,P05,T03,Alta,Queja de Cliente,Cerrada,2019-02-03,15,R23,452727
NC-100943,2019-01-19,P05,T02,Media,Autocontrol,Cerrada,2019-01-24,5,R16,307050
NC-103692,2019-01-19,P01,T06,Baja,Auditoría Interna,Cerrada,2019-01-23,4,R16,157349
NC-102298,2019-01-20,P01,T04,Baja,Auditoría Externa,Cerrada,2019-02-01,12,R17,99083
NC-102238,2019-01-20,P03,T06,Alta,Inspección de Calidad,Cerrada,2019-01-21,1,R01,888155
NC-104938,2019-01-20,P06,T04,Baja,Queja de Cliente,Abierta,,,R02,88158
NC-104741,2019-01-22,P07,T01,Baja,Inspección de Calidad,Cerrada,2019-01-29,7,R21,468883
NC-100146,2019-01-24,P03,T02,Baja,Auditoría Externa,Cerrada,2019-02-06,13,R18,283885
NC-100761,2019-01-24,P01,T01,Baja,Auditoría Externa,Cerrada,2019-02-13,20,R19,37714
NC-102861,2019-01-26,P05,T03,Alta,Auditoría Interna,Cerrada,2019-02-17,22,R09,676272
NC-100820,2019-01-26,P07,T04,Alta,Autocontrol,Cerrada,2019-02-02,7,R19,520211
NC-104501,2019-01-26,P03,T05,Baja,Auditoría Externa,Cerrada,2019-02-12,17,R16,387950
NC-101209,2019-01-27,P03,T01,Media,Inspección de Calidad,En Tratamiento,,,R22,341522
NC-102474,2019-01-27,P05,T06,Media,Auditoría Externa,Cerrada,2019-02-20,24,R18,588666
NC-104412,2019-01-28,P03,T06,Baja,Auditoría Interna,Abierta,,,R11,112595
NC-105367,2019-01-28,P04,T04,Crítica,Auditoría Externa,Cerrada,2019-02-03,6,R18,612143
NC-102676,2019-01-29,P04,T01,Media,Auditoría Externa,Cerrada,2019-02-04,6,R14,188884
NC-104491,2019-01-29,P07,T03,Baja,Inspección de Calidad,Cerrada,2019-02-07,9,R13,103311
NC-104489,2019-01-31,P05,T06,Alta,Queja de Cliente,Cerrada,2019-02-06,6,R09,367527
NC-102695,2019-01-31,P06,T05,Baja,Auditoría Externa,Cerrada,2019-02-03,3,R19,17488
NC-102263,2019-01-31,P03,T01,Media,Queja de Cliente,Cerrada,2019-02-26,26,R09,156843
NC-100920,2019-01-31,P05,T06,Media,Autocontrol,Cerrada,2019-02-09,9,R08,328071
NC-104980,2019-02-02,P05,T02,Alta,Inspección de Calidad,Cerrada,2019-02-15,13,R04,1842429
NC-100447,2019-02-03,P08,T01,Media,Queja de Cliente,Cerrada,2019-02-18,15,R17,922246
NC-105572,2019-02-03,P07,T06,Baja,Auditoría Interna,Cerrada,2019-02-07,4,R13,382374
NC-104870,2019-02-04,P03,T02,Crítica,Inspección de Calidad,Cerrada,2019-02-06,2,R20,873659
NC-106126,2019-02-07,P02,T04,Media,Auditoría Interna,Cerrada,2019-03-07,28,R17,202009
NC-100699,2019-02-08,P05,T04,Media,Inspección de Calidad,Cerrada,2019-02-20,12,R17,104441
NC-104390,2019-02-08,P02,T03,Baja,Queja de Cliente,Cerrada,2019-03-03,23,R22,196860
NC-104033,2019-02-09,P02,T03,Alta,Autocontrol,En Tratamiento,,,R23,1883864
NC-101337,2019-02-10,P03,T01,Crítica,Auditoría Interna,Cerrada,2019-02-18,8,R04,1288626
NC-100148,2019-02-10,P02,T06,Alta,Auditoría Externa,Abierta,,,R14,746949
NC-100565,2019-02-10,P07,T06,Media,Auditoría Interna,Cerrada,2019-03-05,23,R18,541987
NC-103593,2019-02-10,P01,T02,Alta,Autocontrol,Cerrada,2019-02-15,5,R16,1257354
NC-103819,2019-02-10,P04,T04,Baja,Auditoría Externa,Cerrada,2019-03-07,25,R01,124091
NC-103132,2019-02-11,P08,T05,Crítica,Queja de Cliente,Cerrada,2019-02-15,4,R17,2566871
NC-105083,2019-02-12,P07,T02,Alta,Autocontrol,Cerrada,2019-02-25,13,R17,477717
NC-101901,2019-02-14,P02,T01,Alta,Autocontrol,Cerrada,2019-02-18,4,R23,525473
NC-104693,2019-02-16,P08,T04,Alta,Queja de Cliente,Cerrada,2019-02-24,8,R11,1004631
NC-102662,2019-02-16,P05,T03,Baja,Auditoría Externa,Cerrada,2019-02-28,12,R18,196065
NC-106083,2019-02-18,P06,T06,Media,Auditoría Externa,Abierta,,,R17,1008491
NC-103352,2019-02-19,P07,T05,Media,Inspección de Calidad,Cerrada,2019-03-26,35,R16,281818
NC-100101,2019-02-20,P04,T03,Alta,Autocontrol,Cerrada,2019-02-24,4,R09,1371599
NC-105007,2019-02-20,P08,T06,Baja,Auditoría Interna,Cerrada,2019-03-08,16,R13,80181
NC-102278,2019-02-22,P05,T02,Media,Autocontrol,Cerrada,2019-03-04,10,R01,427194
NC-101116,2019-02-23,P06,T02,Media,Autocontrol,Cerrada,2019-03-15,20,R09,184635
NC-102102,2019-02-23,P03,T01,Alta,Autocontrol,Cerrada,2019-02-26,3,R23,461283
NC-105738,2019-02-24,P04,T05,Baja,Inspección de Calidad,Cerrada,2019-02-28,4,R09,46548
NC-101020,2019-02-25,P06,T02,Media,Auditoría Interna,En Tratamiento,,,R17,446982
NC-104873,2019-02-25,P01,T05,Media,Queja de Cliente,Cerrada,2019-03-03,6,R23,103751
NC-102022,2019-02-28,P01,T03,Crítica,Queja de Cliente,Cerrada,2019-03-21,21,R08,774076
NC-101181,2019-02-28,P05,T01,Alta,Inspección de Calidad,Cerrada,2019-03-06,6,R01,523446
NC-101691,2019-02-28,P04,T03,Media,Autocontrol,Cerrada,2019-03-24,24,R02,530491
NC-102499,2019-03-01,P05,T03,Baja,Inspección de Calidad,En Tratamiento,,,R18,13221
NC-105635,2019-03-02,P01,T06,Media,Inspección de Calidad,Cerrada,2019-03-06,4,R09,405465
NC-105539,2019-03-03,P03,T05,Baja,Auditoría Externa,Cerrada,2019-03-10,7,R02,886199
NC-103798,2019-03-03,P05,T02,Alta,Inspección de Calidad,Cerrada,2019-03-12,9,R20,493676
NC-102031,2019-03-04,P04,T04,Media,Autocontrol,Cerrada,2019-03-22,18,R22,840659
NC-101791,2019-03-04,P06,T03,Alta,Inspección de Calidad,Cerrada,2019-03-11,7,R08,1746484
NC-101353,2019-03-04,P05,T04,Alta,Inspección de Calidad,Cerrada,2019-03-10,6,R13,176421
NC-101829,2019-03-05,P07,T02,Alta,Auditoría Externa,Cerrada,2019-03-16,11,R16,51959
NC-103033,2019-03-06,P07,T03,Media,Auditoría Externa,Cerrada,2019-03-27,21,R17,222799
NC-103277,2019-03-06,P02,T05,Media,Auditoría Externa,Cerrada,2019-03-08,2,R17,408455
NC-103731,2019-03-06,P06,T03,Alta,Queja de Cliente,Abierta,,,R20,977867
NC-103044,2019-03-07,P03,T03,Alta,Inspección de Calidad,Abierta,,,R21,235364
NC-104819,2019-03-08,P05,T06,Baja,Autocontrol,Cerrada,2019-03-20,12,R22,152200
NC-100728,2019-03-09,P01,T06,Media,Queja de Cliente,Cerrada,2019-03-21,12,R21,476812
NC-101563,2019-03-10,P05,T05,Media,Autocontrol,Cerrada,2019-03-21,11,R09,355093
NC-106165,2019-03-12,P02,T06,Media,Auditoría Interna,Cerrada,2019-03-28,16,R21,42348
NC-104261,2019-03-12,P06,T04,Baja,Auditoría Externa,Abierta,,,R18,175716
NC-103013,2019-03-12,P04,T01,Alta,Autocontrol,En Tratamiento,,,R17,1595306
NC-106075,2019-03-13,P05,T01,Media,Autocontrol,En Tratamiento,,,R01,898852
NC-100591,2019-03-13,P06,T05,Alta,Autocontrol,Cerrada,2019-04-09,27,R18,162024
NC-105912,2019-03-15,P07,T05,Baja,Auditoría Externa,En Tratamiento,,,R09,134636
NC-101461,2019-03-15,P02,T01,Crítica,Inspección de Calidad,Cerrada,2019-03-30,15,R04,2416638
NC-100700,2019-03-17,P02,T01,Alta,Autocontrol,Cerrada,2019-03-29,12,R22,1482420
NC-105450,2019-03-17,P06,T05,Media,Inspección de Calidad,Cerrada,2019-03-18,1,R14,72676
NC-101825,2019-03-17,P02,T04,Baja,Autocontrol,Cerrada,2019-03-21,4,R22,31571
NC-103449,2019-03-18,P02,T06,Media,Autocontrol,Cerrada,2019-03-31,13,R04,375490
NC-101131,2019-03-18,P01,T02,Alta,Auditoría Interna,En Tratamiento,,,R17,500438
NC-104400,2019-03-22,P05,T01,Baja,Auditoría Interna,Cerrada,2019-03-31,9,R13,65428
NC-106134,2019-03-22,P08,T03,Baja,Auditoría Interna,Cerrada,2019-04-08,17,R04,403749
NC-104358,2019-03-23,P08,T02,Baja,Queja de Cliente,Cerrada,2019-04-03,11,R08,38776
NC-101347,2019-03-25,P04,T02,Baja,Queja de Cliente,Cerrada,2019-04-04,10,R02,265799
NC-101458,2019-03-26,P05,T03,Media,Auditoría Externa,Cerrada,2019-04-02,7,R11,348736
NC-100344,2019-03-26,P06,T06,Crítica,Queja de Cliente,Cerrada,2019-04-10,15,R16,107151
NC-106001,2019-03-26,P04,T05,Baja,Inspección de Calidad,Cerrada,2019-04-04,9,R18,225134
NC-103256,2019-03-27,P07,T02,Media,Inspección de Calidad,Cerrada,2019-04-04,8,R20,489349
NC-101970,2019-03-28,P06,T06,Alta,Auditoría Interna,Cerrada,2019-03-29,1,R17,1215753
NC-105241,2019-03-28,P01,T06,Baja,Autocontrol,Cerrada,2019-04-01,4,R08,335511
NC-102466,2019-03-30,P04,T03,Media,Auditoría Interna,En Tratamiento,,,R01,691565
NC-105070,2019-03-31,P07,T05,Baja,Inspección de Calidad,Cerrada,2019-04-22,22,R18,385683
NC-100413,2019-04-01,P05,T03,Alta,Queja de Cliente,Cerrada,2019-04-13,12,R18,945348
NC-102467,2019-04-02,P05,T05,Alta,Auditoría Externa,Cerrada,2019-04-17,15,R01,524169
NC-103107,2019-04-03,P08,T03,Media,Auditoría Interna,Cerrada,2019-04-22,19,R21,199653
NC-101659,2019-04-03,P05,T02,Baja,Auditoría Externa,Cerrada,2019-04-10,7,R14,296091
NC-101195,2019-04-03,P03,T06,Alta,Inspección de Calidad,Cerrada,2019-04-08,5,R01,1185821
NC-105941,2019-04-04,P05,T03,Media,Autocontrol,En Tratamiento,,,R19,339264
NC-100086,2019-04-04,P01,T02,Alta,Auditoría Interna,Cerrada,2019-04-20,16,R19,181153
NC-103915,2019-04-06,P05,T05,Media,Inspección de Calidad,Cerrada,2019-04-19,13,R17,506744
NC-103695,2019-04-06,P08,T01,Alta,Auditoría Externa,Cerrada,2019-04-11,5,R20,298770
NC-104345,2019-04-06,P05,T01,Media,Queja de Cliente,Cerrada,2019-04-11,5,R04,200979
NC-104010,2019-04-07,P02,T05,Baja,Queja de Cliente,Cerrada,2019-04-29,22,R18,301466
NC-105820,2019-04-07,P01,T06,Alta,Autocontrol,Cerrada,2019-04-16,9,R14,741961
NC-104854,2019-04-08,P08,T06,Alta,Autocontrol,Cerrada,2019-04-26,18,R16,1072772
NC-102465,2019-04-12,P05,T06,Baja,Autocontrol,Cerrada,2019-04-20,8,R13,56642
NC-101918,2019-04-13,P07,T05,Media,Auditoría Interna,Cerrada,2019-04-17,4,R18,366061
NC-105742,2019-04-14,P06,T06,Media,Auditoría Interna,Abierta,,,R22,331963
NC-102185,2019-04-15,P08,T05,Alta,Auditoría Externa,Cerrada,2019-04-28,13,R20,1210974
NC-102665,2019-04-15,P07,T03,Media,Autocontrol,Cerrada,2019-04-24,9,R19,980812
NC-103806,2019-04-17,P02,T01,Media,Inspección de Calidad,Cerrada,2019-05-09,22,R19,147681
NC-100704,2019-04-17,P04,T03,Alta,Auditoría Interna,En Tratamiento,,,R17,234791
NC-100103,2019-04-18,P04,T02,Media,Inspección de Calidad,Cerrada,2019-04-27,9,R09,156391
NC-102203,2019-04-19,P06,T05,Media,Auditoría Externa,Cerrada,2019-04-28,9,R21,260034
NC-105578,2019-04-19,P02,T01,Alta,Autocontrol,Cerrada,2019-04-30,11,R18,1700517
NC-105782,2019-04-19,P05,T04,Alta,Auditoría Interna,Cerrada,2019-04-20,1,R14,1184708
NC-100584,2019-04-19,P06,T01,Alta,Autocontrol,Cerrada,2019-04-23,4,R22,302364
NC-105127,2019-04-22,P07,T01,Alta,Autocontrol,Cerrada,2019-05-01,9,R15,407948
NC-100400,2019-04-22,P06,T01,Baja,Inspección de Calidad,Cerrada,2019-05-23,31,R19,296109
NC-104814,2019-04-26,P03,T01,Media,Inspección de Calidad,Cerrada,2019-05-11,15,R23,608837
NC-102923,2019-04-27,P08,T01,Baja,Autocontrol,Cerrada,2019-05-20,23,R02,53107
NC-103562,2019-04-27,P03,T01,Alta,Inspección de Calidad,Cerrada,2019-05-04,7,R20,2233681
NC-102384,2019-04-28,P01,T04,Alta,Auditoría Externa,Cerrada,2019-05-02,4,R14,609141
NC-102044,2019-04-29,P01,T05,Alta,Queja de Cliente,Cerrada,2019-05-07,8,R11,2063823
NC-102381,2019-04-30,P03,T02,Alta,Inspección de Calidad,Cerrada,2019-05-24,24,R01,916670
NC-101508,2019-05-02,P01,T06,Alta,Queja de Cliente,Cerrada,2019-05-16,14,R13,153248
NC-103981,2019-05-02,P08,T03,Baja,Autocontrol,Cerrada,2019-05-14,12,R17,87370
NC-104462,2019-05-03,P07,T06,Baja,Inspección de Calidad,Cerrada,2019-05-07,4,R17,255930
NC-105753,2019-05-05,P08,T02,Alta,Auditoría Externa,Cerrada,2019-05-12,7,R01,809819
NC-102195,2019-05-05,P01,T05,Alta,Auditoría Externa,Cerrada,2019-05-13,8,R04,159959
NC-101011,2019-05-05,P01,T06,Media,Inspección de Calidad,Cerrada,2019-05-14,9,R22,125473
NC-103023,2019-05-06,P06,T02,Crítica,Autocontrol,Cerrada,2019-05-19,13,R04,1315767
NC-104001,2019-05-06,P03,T04,Crítica,Autocontrol,En Tratamiento,,,R21,424871
NC-101176,2019-05-06,P01,T04,Alta,Queja de Cliente,Cerrada,2019-05-08,2,R16,1050319
NC-104018,2019-05-09,P05,T03,Media,Queja de Cliente,Cerrada,2019-05-20,11,R15,410906
NC-102009,2019-05-09,P04,T04,Media,Auditoría Interna,Cerrada,2019-05-30,21,R23,334569
NC-103993,2019-05-10,P01,T06,Media,Auditoría Interna,Cerrada,2019-05-20,10,R04,1210511
NC-103656,2019-05-10,P05,T02,Alta,Autocontrol,Cerrada,2019-05-18,8,R04,724541
NC-100919,2019-05-12,P08,T02,Alta,Inspección de Calidad,Cerrada,2019-05-16,4,R19,753810
NC-101609,2019-05-12,P05,T06,Media,Auditoría Interna,Cerrada,2019-06-09,28,R17,345550
NC-101125,2019-05-13,P02,T05,Baja,Auditoría Externa,Cerrada,2019-05-21,8,R21,19201
NC-103350,2019-05-15,P04,T04,Media,Autocontrol,Cerrada,2019-06-10,26,R09,68056
NC-105608,2019-05-16,P07,T04,Media,Auditoría Externa,Cerrada,2019-05-28,12,R16,121970
NC-105663,2019-05-16,P05,T02,Alta,Auditoría Interna,Cerrada,2019-05-26,10,R01,616647
NC-103246,2019-05-17,P03,T06,Media,Queja de Cliente,Cerrada,2019-05-30,13,R14,122309
NC-103291,2019-05-18,P08,T05,Alta,Autocontrol,Cerrada,2019-05-25,7,R20,582738
NC-100672,2019-05-18,P04,T03,Media,Auditoría Interna,Cerrada,2019-06-01,14,R16,922582
NC-102733,2019-05-18,P01,T05,Media,Queja de Cliente,Cerrada,2019-05-25,7,R14,37055
NC-100739,2019-05-20,P05,T04,Alta,Autocontrol,Cerrada,2019-05-23,3,R14,779564
NC-104453,2019-05-20,P06,T05,Alta,Autocontrol,En Tratamiento,,,R16,1488321
NC-101541,2019-05-20,P03,T03,Media,Queja de Cliente,Cerrada,2019-05-30,10,R08,1024049
NC-105391,2019-05-21,P02,T04,Media,Auditoría Interna,Cerrada,2019-06-02,12,R02,911252
NC-104905,2019-05-22,P08,T03,Alta,Autocontrol,En Tratamiento,,,R04,241288
NC-104537,2019-05-24,P01,T04,Baja,Inspección de Calidad,Cerrada,2019-06-11,18,R17,42128
NC-103980,2019-05-25,P07,T04,Media,Inspección de Calidad,Cerrada,2019-05-29,4,R14,295337
NC-104760,2019-05-27,P01,T03,Alta,Queja de Cliente,Cerrada,2019-06-05,9,R13,431378
NC-105457,2019-05-27,P06,T06,Alta,Autocontrol,Cerrada,2019-06-08,12,R21,910978
NC-102347,2019-05-28,P03,T01,Alta,Autocontrol,Cerrada,2019-06-04,7,R16,825603
NC-104783,2019-05-29,P08,T04,Baja,Inspección de Calidad,Cerrada,2019-06-10,12,R18,249882
NC-105696,2019-06-01,P02,T05,Baja,Inspección de Calidad,Cerrada,2019-06-15,14,R17,133612
NC-102597,2019-06-01,P05,T06,Baja,Auditoría Interna,Cerrada,2019-06-07,6,R23,66783
NC-105925,2019-06-02,P07,T01,Baja,Autocontrol,Cerrada,2019-06-21,19,R01,160957
NC-101592,2019-06-03,P01,T02,Baja,Queja de Cliente,En Tratamiento,,,R18,440354
NC-104221,2019-06-04,P07,T03,Baja,Inspección de Calidad,Cerrada,2019-06-14,10,R04,117138
NC-103771,2019-06-04,P06,T02,Media,Auditoría Externa,Cerrada,2019-06-12,8,R13,171140
NC-100058,2019-06-07,P05,T02,Baja,Auditoría Interna,Cerrada,2019-06-21,14,R22,299160
NC-104088,2019-06-07,P08,T06,Media,Auditoría Externa,Cerrada,2019-06-19,12,R11,493136
NC-104795,2019-06-08,P07,T05,Baja,Auditoría Interna,Cerrada,2019-06-12,4,R15,474810
NC-102598,2019-06-08,P04,T01,Alta,Queja de Cliente,Cerrada,2019-06-20,12,R13,1376369
NC-105221,2019-06-09,P04,T04,Media,Queja de Cliente,Cerrada,2019-06-22,13,R15,277640
NC-103295,2019-06-11,P05,T02,Alta,Auditoría Externa,Cerrada,2019-06-23,12,R08,412062
NC-102814,2019-06-12,P04,T03,Crítica,Autocontrol,Cerrada,2019-06-17,5,R01,454394
NC-100778,2019-06-13,P08,T06,Baja,Auditoría Externa,Cerrada,2019-06-27,14,R18,197421
NC-103726,2019-06-14,P01,T04,Media,Queja de Cliente,Cerrada,2019-06-26,12,R19,599960
NC-102751,2019-06-16,P08,T02,Media,Autocontrol,Cerrada,2019-07-01,15,R19,369621
NC-102610,2019-06-16,P03,T03,Alta,Auditoría Interna,Cerrada,2019-06-28,12,R22,184292
NC-101579,2019-06-16,P05,T05,Media,Auditoría Externa,Cerrada,2019-06-25,9,R11,550100
NC-100624,2019-06-17,P03,T03,Baja,Auditoría Interna,Cerrada,2019-07-05,18,R11,181984
NC-102020,2019-06-18,P05,T05,Media,Autocontrol,Cerrada,2019-07-08,20,R22,193827
NC-100322,2019-06-19,P05,T02,Baja,Queja de Cliente,Cerrada,2019-07-02,13,R21,41147
NC-102782,2019-06-20,P05,T02,Alta,Autocontrol,Cerrada,2019-06-24,4,R01,746873
NC-101569,2019-06-22,P08,T04,Media,Auditoría Interna,Abierta,,,R21,765978
NC-100351,2019-06-23,P08,T05,Media,Autocontrol,Abierta,,,R20,1499513
NC-105301,2019-06-24,P06,T06,Media,Autocontrol,Cerrada,2019-06-30,6,R11,123598
NC-105760,2019-06-24,P04,T01,Media,Queja de Cliente,Cerrada,2019-07-04,10,R20,808587
NC-100667,2019-06-26,P04,T03,Crítica,Auditoría Interna,Cerrada,2019-07-01,5,R11,2222207
NC-103678,2019-06-28,P01,T03,Media,Queja de Cliente,Cerrada,2019-07-23,25,R08,567139
NC-105955,2019-06-28,P08,T01,Crítica,Autocontrol,Cerrada,2019-07-02,4,R02,413641
NC-102304,2019-06-29,P06,T04,Baja,Auditoría Externa,Cerrada,2019-07-20,21,R18,46537
NC-104508,2019-06-29,P06,T03,Alta,Queja de Cliente,Cerrada,2019-07-15,16,R09,135373
NC-104268,2019-06-29,P03,T02,Baja,Auditoría Interna,Cerrada,2019-07-28,29,R15,201690
NC-103423,2019-07-03,P05,T05,Baja,Auditoría Externa,En Tratamiento,,,R11,189471
NC-101589,2019-07-04,P07,T03,Alta,Auditoría Interna,Cerrada,2019-07-12,8,R01,2949844
NC-100577,2019-07-04,P07,T04,Alta,Auditoría Interna,Cerrada,2019-07-09,5,R14,604179
NC-102916,2019-07-07,P01,T06,Baja,Inspección de Calidad,Cerrada,2019-07-26,19,R20,207085
NC-103710,2019-07-07,P01,T02,Alta,Inspección de Calidad,Cerrada,2019-07-20,13,R08,540977
